Date,LR,RHLC,HLS,LRMA5,LRSTDMA5,LRSMA5,LRKMA5,LRMA10,LRSTDMA10,LRSMA10,LRKMA10,LRMA22,LRSTDMA22,LRSMA22,LRKMA22
2006-03-09,0.02586139756271777,0.9685884593504966,0.02584226572836579,0.0015920366210202984,0.017951674035886673,0.4411641747398537,-1.5042860447558248,-0.00036840661329620163,0.013203952881791705,0.7030947829268471,-0.37837047955027225,-0.00189872163369419,0.016497771953734072,0.3502568642494031,-0.9839599546811241
2006-03-10,0.004896668026313833,0.4723371159896746,0.017699264548536358,0.005693331689208493,0.015165457877357916,0.20780433216505226,-1.3881702148776869,8.517100206510975e-05,0.013309274767321713,0.5859502164103461,-0.5492940007569143,-0.00044081906796324745,0.015547350024019316,0.34323916577047275,-0.9778548103042476
2006-03-13,0.01514201668884496,0.8692010778530391,0.008453924847434053,0.005707912532802695,0.015176756656736456,0.20566739760823627,-1.3924230416072745,0.0010355662871285528,0.014067585375590207,0.4186123912018847,-1.0271750821730576,-0.0002166223286355679,0.015742583433897242,0.3190722108059306,-1.0587531374932952
2006-03-14,-0.0075552807913794595,0.0,0.010587891880707185,0.0064119358129541846,0.014257369483950916,0.31320519585438844,-1.3894001453325966,0.0002029973150985853,0.014328965454109234,0.5548501241875793,-1.0378705735389295,-5.44679302957621e-05,0.015642955199731842,0.3048611176823262,-1.0318078854653796
2006-03-15,0.004956179863871314,0.3588630082905713,0.004664318241664336,0.008660196270073684,0.012537153789444882,0.14098751137610946,-0.9908657381142659,0.0021967522671653577,0.0133339600468602,0.3900744495596092,-0.9845365406830529,0.0012463379308615562,0.014750834030149446,0.2937643654269304,-0.9923055240495628
2006-03-16,-0.01374868372447402,0.1965178736803104,0.0202051451578196,0.0007381800126353255,0.01141496571770104,-0.08934705191569821,-1.2986613735114394,0.001165108316827812,0.014189506490037225,0.3951550234236975,-1.1487204685676116,-0.00024968248479692335,0.014514209732027375,0.4805996952814388,-0.7812587316853756
2006-03-17,0.015015724875624413,1.0,0.014488047593562325,0.0027619913824974422,0.013108031619926791,-0.2297330911417089,-1.605900397914001,0.004227661535852967,0.013452502089863526,0.08491738905683885,-1.2985638918573557,0.0011462638661526756,0.014434596682675181,0.3080354036625685,-0.9157444971077188
2006-03-20,0.01729599096683998,0.8849040187068311,0.022564089979048282,0.0031927862380964453,0.0136411708449991,-0.1806748016273064,-1.6026552764990878,0.00445034938544957,0.013668603884071122,0.07334481999593724,-1.3561508540448544,0.0016173262334041895,0.01479697394358981,0.248618402060072,-1.0816944944670173
2006-03-22,-0.00780915241002056,0.1719030097179063,0.006432501520277134,0.0031420119143682253,0.013691557499759545,-0.17605843551048833,-1.6145185439589698,0.0047769738636612045,0.013290164831520356,0.09684934964222144,-1.315373387087048,0.002207698658164907,0.014102908014395827,0.3396705263770236,-1.052865591544001
2006-03-23,-0.00037047311537818933,0.12660802359281048,0.01194511575532029,0.0020766813185183254,0.013722305622778977,0.08083837256004936,-1.64284287824863,0.0053684387942960045,0.012868066675879638,0.028141372480805518,-1.1670278303745172,0.0029949301189855504,0.01340547867395468,0.37398103064528215,-0.9685840235799263
2006-03-24,0.004326752940050582,0.6557814061979227,0.009114671127722587,0.005691768651423246,0.010517640513147644,-0.07519998901145522,-1.460889180060884,0.003214974332029286,0.01067205029872267,-0.1323413556230029,-1.1901440835378534,0.0018655392829690337,0.012075647517496964,0.3031940996241884,-0.9555748543136096
2006-03-27,0.005373538605404349,0.451096727795753,0.006701237114395829,0.003763331397379233,0.00917951261414058,0.3115524320271177,-0.7214222025042818,0.0032626613899383373,0.010681461009577786,-0.14560035862859802,-1.193775897618499,0.002434550561104955,0.011924853945020757,0.1904733783779065,-0.9176012160701456
2006-03-28,0.002407895024115092,1.0,0.01374457526899686,0.0007857122088342548,0.005277950831330228,-0.9338603169995346,-0.5571863689994072,0.00198924922346535,0.009833266900665098,0.018861144590699885,-0.8500101037465972,0.0016475959462204676,0.011283792380429754,0.2640926243064153,-0.6324651627492877
2006-03-29,0.01475970669541127,0.8955236230245165,0.02182352898688552,0.00529948402992062,0.00572182671316673,0.9538435077723034,-0.34287477515456777,0.004220747972144423,0.00995784953158052,-0.35349766582926817,-0.7297493998096183,0.0023020875290709467,0.011618235498353608,0.13889595114090164,-0.8645956600096438
2006-03-30,0.00629302845556623,0.4688099490639664,0.008905727248037685,0.006632184344109504,0.004767480194008262,1.1535576736770727,-0.14922883506841034,0.0043544328313139145,0.009977773496690172,-0.3927537593609256,-0.7266116887768668,0.002331858648041661,0.011628025854053713,0.1315034462481882,-0.8728436455104496
2006-03-31,0.0008397596153955077,0.6463982193443881,0.00581556469639211,0.005934785679178489,0.005401870402712442,0.9061385369704292,-0.4698950810093825,0.005813277165300867,0.00788353774530944,0.018941725711140868,-0.8389762362165585,0.0023350109519723553,0.01162759178726518,0.13070075688075974,-0.8726742222357453
2006-04-03,0.01591347155365419,0.8090418353576244,0.016461372073309857,0.008042772268828458,0.00695992010700775,0.19286357705594448,-1.7238143300458784,0.005903051833103845,0.008004164154759014,0.0399674116579548,-0.8717487304775986,0.003739321916083747,0.01129759834755068,0.018879413641170597,-0.8912523813809191
2006-04-04,-0.002333492846295471,0.1842818428184314,0.008334689532670109,0.007094494694746345,0.008142186990798864,0.027458299468165515,-1.6538231934221606,0.0039401034517903,0.0072733129927967325,0.3095097236639663,-0.5586780865066019,0.003789265160392978,0.011266771921058127,0.010360845367185506,-0.8723690911906616
2006-04-05,-0.0028334938517620145,0.20430029943360345,0.01612755893142354,0.003575854585311689,0.0077956105668252375,0.8306582603121345,-0.7841352563952828,0.004437669307616155,0.006510424344731294,0.7458500492600211,-0.6412857917501928,0.0043700066814323,0.01052403219907908,0.13620948948552852,-0.8231469623718559
2006-04-06,0.014127883631902094,1.0,0.008204295725891859,0.005142825620578861,0.009148380573501128,0.3540365993251344,-1.7735564516541835,0.0058875049823441826,0.006922045391275349,0.3080107801544513,-1.2756935331340855,0.0043272235523881255,0.010480288430791641,0.13793996601247985,-0.8010696676356712
2006-04-07,0.004224502541166686,1.0,0.008291549313563299,0.005819774205733097,0.008871402253434291,0.16326864701369148,-1.7297689974124246,0.005877279942455793,0.006924682072584175,0.31204731093670524,-1.2762979525520293,0.0050226735402655615,0.009901166040437837,0.1310276021107649,-0.6005571014748603
2006-04-10,-0.006098828297046666,0.6834994250670884,0.0060027897211717175,0.0014173142355929258,0.008032266216538174,0.8206077625527857,-0.7568154449024358,0.0047300432522106904,0.007899176393442666,0.2649448659626021,-1.3086566081788082,0.005031141455023722,0.009891109149233931,0.13233927224576286,-0.5967303888403737
2006-04-11,-0.0022050371503734567,0.6333746257871464,0.011201809496387,0.0014430053747773286,0.008017461847711958,0.8172548942171588,-0.7539375651724436,0.004268750034761837,0.008179567651742652,0.34846699025581684,-1.4042757881678305,0.0037553944226104852,0.008829528070073894,-0.0338537492375878,-0.8898124526859021
2006-04-12,-0.014781933367833844,0.003369891550758381,0.009509963873674346,-0.0009466825284370373,0.010880325455967706,0.1685799707538047,-0.9997759397004566,0.0013145860284373256,0.009236073356456376,0.09238940036894418,-0.5596303539507015,0.0028609125410583177,0.009665598664766848,-0.08470035209103663,-0.9416314529504146
2006-04-13,0.0021302795752937693,0.5556314284494969,0.013727256962345762,-0.003346203339758702,0.007532638620640187,-0.5995009980843965,-0.9280525765157152,0.0008983111404100797,0.009079238089367015,0.22313641039809304,-0.3686267223504136,0.002269469944987809,0.009268257036479405,-0.01326312854071344,-0.7481703962541211
