Date,DAX,NKY,SPX,USDJPY,USDEUR,USDGBP,ZG,T,NG,DE10YT,JP10YT,US10YT
2006-03-09,0.012602943583575055,0.004896668026313833,0.007197571847350481,0.006494898627523504,0.0,0.005714796053668536,-0.010318868048884156,-0.008469701050724865,0.006794017225768778,-0.00194237678420639,0.017793390130099507,0.0057426417278809705
2006-03-10,0.008617489915373255,0.015142016688844961,0.0021126082188374085,-0.0008411136840411615,-0.003700392166317207,-0.00328634733202815,0.011418171933867072,0.02974013647341156,0.05289447945599446,0.008389852375176199,0.010451756211654062,0.0017337036242672799
2006-03-13,0.0026812136778424644,-0.0075552807913794595,0.010342475432269183,-0.011169518728785022,-0.004795022373623725,-0.00800143423570121,0.010202311120276697,0.02130295983935948,0.022577507623385396,0.004488625683139569,-0.0052122232669901125,-0.013076640003079953
2006-03-14,0.004690153176436951,0.004956179863871313,0.004260725538161481,-0.0013623980308956618,-0.0044559596822233705,-0.0006988120480047044,0.002534396722247756,-0.014848201265921901,-0.0033543008389471662,-0.010504973869285283,0.01555586923863761,0.005774799493883709
2006-03-15,-0.00011698613218946718,-0.01374868372447402,0.0017712351516667724,-0.004440656315185976,-0.009337362450112546,-0.005432415006931701,0.0023476308750609576,0.02242638720141077,0.01721069546166354,0.007300869878502203,-0.0003675794932034293,-0.01458853537865945
2006-03-16,-0.0026162625479777546,0.015015724875624414,0.0014698117153582047,-0.008336604510568613,-0.000487448218279507,0.00035137034795795774,-0.0005412720023896256,-0.01282170315321629,-0.02989049340845673,-0.008594810106481665,-0.0018399269220072956,0.004945259106855282
2006-03-17,0.003463678573158546,0.01729599096683998,-0.0016613525083863934,0.003446199671545358,0.001705030251083789,0.0,0.0019832333192910667,-0.038157076370914034,-0.03139658805012924,0.009022617599637517,0.005143288340302865,-0.002469572608088333
2006-03-20,0.004988561350373288,-0.007809152410020559,-3.06499318067921e-05,0.0058314203496712125,0.007395317695450793,0.005255793458020408,-0.007775104713924286,0.022097633749281975,0.017116750940967762,-0.0023552093105148053,-0.0014668136109941,0.007565796624331211
2006-03-22,0.002491705429603641,-0.0003704731153781893,-0.002585636206187125,0.008175128558393752,0.008898567617100506,0.006965029027564129,-0.0014532245972578295,0.03405803395438234,0.052529406254948396,-0.0066674082891227116,-0.003676474729308765,0.005593442305694918
2006-03-23,0.00436736500902235,0.004326752940050582,0.0009828689813051739,-0.0038237714942077616,-0.005281491090925017,-0.004521746834795448,0.0178367038477818,0.005461510025521754,-0.005199081351262125,0.00923645273356466,0.005143288340302865,-0.01086586225226771
2006-03-24,-0.010244591255450075,0.005373538605404349,-0.0010289646759753523,-0.006405624670111187,0.0019237711836632976,-0.002093876179430576,0.012422519998557036,-0.0015573901294532178,-0.03106748431184969,-0.00923645273356466,-0.013650829943720133,0.005973313614655806
2006-03-27,-0.0036652081336576714,0.002407895024115092,-0.006458994877124091,0.01048379514809561,0.000840487532218076,0.0017452011410306056,-0.0007057163313355375,0.029334822483535028,0.02058752077262982,0.002155637825460577,0.005187117966114929,0.014779022365036587
2006-03-28,0.00409135026865215,0.014759706695411268,0.007441909143242498,-0.0013575430559331636,-0.002282968849774525,0.005390848634876488,0.011232129318323736,0.005734999117460227,0.002630305385796561,0.02130459785977923,0.02517921744980156,0.002413378175336378
2006-03-29,0.011666688342014453,0.00629302845556623,-0.002028320340126122,-0.003742774018711259,-0.011615375599900335,-0.00731073752200595,0.023627899217074422,0.01047913780999199,0.0345142953814046,0.004836514527264191,0.0,0.00908395997179734
2006-03-30,-0.0023606638552760018,0.0008397596153955078,-0.004146249658951717,0.0028933727954685295,0.004250416259954676,0.005053596186951892,-0.00838686987071302,-0.007773996394800697,-0.03769923195169045,0.005021981678296594,-0.003248513955831367,-0.0013658871852084697
2006-03-31,0.008999462946212233,0.01591347155365419,0.002267924510663377,8.497259638851062e-05,-0.0015766178755525218,-0.0010434783555519633,0.01297832424249279,0.001649546748781816,0.004704588724309122,-0.0012531329960674409,0.005048694459979242,0.0022186202461755844
2006-04-03,-0.0016946481431237004,-0.0023334928462954707,0.006237202120131791,-0.0011052073388544414,-0.009757364886789827,-0.008562743449887944,-0.0057852807265819095,-0.007670940826339567,-0.025020523884676127,0.005003137390608092,0.01959100947716963,0.00034088972547596796
2006-04-04,0.0025491895014120303,-0.0028334938517620145,0.004301837777646256,-0.002128838033087277,-0.0031917532620248934,0.000350938764787867,0.0032370758311968117,0.01260331761475797,0.0005660110523262318,0.007458083047203967,0.003521130398578709,-0.00358515108720181
2006-04-05,0.0003631663167507071,0.014127883631902094,-0.0019232242820317325,0.003998473998795937,0.005762291430017413,0.0010520779508038647,0.012340618110672885,0.012888112620792036,-0.01381689953104237,-0.001445833154894105,0.008051855159080024,0.009193118881497986
2006-04-06,-0.01309564279241826,0.004224502541166686,-0.010397323118475299,0.0044052934679159605,0.011063270095113709,0.00524385050601095,-0.011490494791599026,-0.008128323774312385,-0.03339719790533002,0.008233887605892942,0.0034806857278020242,0.014301581355475879
2006-04-07,0.008444119921225735,-0.006098828297046666,0.0008641575773484789,8.452728123042874e-05,-0.001936343337677976,-0.0003487358361410342,0.01551464509132483,0.019834632463561874,0.020404377622844194,0.004703966133681847,0.001388889112154068,-0.004856410783957044
2006-04-10,-0.015939060746571698,-0.0022050371503734567,-0.0077811161447893795,0.00016903313089589034,-0.002668609055802351,-0.0027942735610581027,-0.004024150299725804,0.003485336087007518,0.003770852909143363,0.0006119327064999514,0.0017334031034679231,-0.005555102240998089
2006-04-11,-0.001222721774864155,-0.014781933367833844,0.001204028591597961,0.0014356291787187558,0.0032741192165976485,-0.0006997900915386435,0.0038568002867842566,-0.005232570078391063,-0.01458176901335917,-0.010660207552106504,0.0,0.009743063802204022
2006-04-12,0.0029306727846218905,0.0021302795752937698,0.0007760240025644904,0.0002531325162227205,-0.00048437879367974057,-0.0014010510172731694,-0.001675042267695659,0.010149427417101009,0.046913859657726764,0.005139285646111658,0.01410169541826689,0.01179905670179382
2006-04-13,0.0,0.0020137682991805406,-0.002944320330918515,0.0014332085242134696,0.00012111669608458331,0.0008758868914177098,0.031193221349971267,0.015459798316592277,0.06010509202043668,0.015059299651370539,0.010869672236903938,-0.007295671557759231
