Date,LR,RHLC,HLS,LRMA5,LRSTDMA5,LRSMA5,LRKMA5,LRMA10,LRSTDMA10,LRSMA10,LRKMA10,LRMA22,LRSTDMA22,LRSMA22,LRKMA22
2006-03-09,0.006706352879559896,0.5,0.0,0.006263514181951235,0.006323545560681593,1.1490585017932076,-0.2450551529014331,0.005245145100438543,0.008453586268962183,-0.33333141789303106,0.3624007506329292,0.001727910204767157,0.007499141524525549,0.319492958986079,0.06633045862406872
2006-03-10,-0.00194237678420639,0.5,0.0,0.00247802322331383,0.0031891974105500986,-0.10560434354071224,-0.8664225842611817,0.003249462624512756,0.007393285067114414,-0.33270082384297983,0.8880210409163191,0.00137570308834239,0.007480416409391303,0.452930469982253,0.1690026795793047
2006-03-13,0.008389852375176199,0.5,0.0,0.003544505997719361,0.004171660185334582,-0.1332701128128243,-1.3554337557264236,0.0037987540661172273,0.007566212167138392,-0.5036902709936036,0.6898864777496936,0.001736822015285759,0.0076237498355367144,0.3203468041041613,-0.10318060933080364
2006-03-14,0.004488625683139569,0.5,0.0,0.004224294968072817,0.0039422590278170135,-0.6721237453289106,-0.6899462816203132,0.003515987165362766,0.007472403738082981,-0.4152956673216398,0.7968318114675452,0.0023371259669215127,0.007273214412100809,0.2622978916806015,0.15348717415804106
2006-03-15,-0.010504973869285285,0.5,0.0,0.001427496056876798,0.007737104286326501,-0.7386398559762727,-0.9405716866422421,0.0036878630385366092,0.007079583442526022,-0.18784699920340736,0.6106113755552074,0.0014835896423892301,0.007636229666446866,0.31664016683207225,0.042281854578577686
2006-03-16,0.007300869878502203,0.5,0.0,0.0015463994566652596,0.007842363029593315,-0.7279870011767701,-0.9671338378861084,0.003904956819308247,0.007161528962391622,-0.26328280180221203,0.483487984198284,0.0019167727414845567,0.007685732232060411,0.1639327854005739,-0.07949410041892603
2006-03-17,-0.008594810106481665,0.5,0.0,0.00021591279221020443,0.009053068947531778,-0.35276116349615344,-1.764638318548452,0.0013469680077620172,0.0065090450654383325,-0.8167117997858683,-0.6418784238282549,0.0014754086323712575,0.008006084841552267,0.2042244620463108,-0.34440004586518297
2006-03-20,0.009022617599637515,0.5,0.0,0.00034246583710246804,0.009199142791157012,-0.3332133919837537,-1.7544815767086408,0.0019434859174109144,0.00694214632317633,-0.7891055863797152,-0.7568810881182699,0.0018652670631557672,0.00816088709773043,0.08466598373952587,-0.5346650936235502
2006-03-22,-0.002355209310514805,0.5,0.0,-0.001026301161628407,0.008933309949530073,0.1194488539391053,-1.7064658164007027,0.001598996903222205,0.007073452959090494,-0.6179092557663055,-1.044749057636277,0.0018190208600259946,0.008182756023894311,0.0975789292508257,-0.5564983816112017
2006-03-23,-0.0066674082891227116,0.5,0.0,-0.00025878804559589243,0.00803504166177858,0.2046818902221633,-1.7088618370135664,0.0005843540056404528,0.007489307890895511,-0.24859939008250276,-1.5262108287507132,0.001811018166846317,0.008191352123899744,0.09696819761044577,-0.5617344099693589
2006-03-24,0.00923645273356466,0.5,0.0,0.00012832852541659888,0.00852216890458588,0.21056457223440445,-1.7498691106986115,0.0008373639910409293,0.007757056972131328,-0.2219717247881566,-1.5527823421937572,0.002568962847915564,0.008065243807819153,-0.07631728600035237,-0.48230336102601296
